team;event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
2386;Palmetto;0.00;-0.19;1.27;-0.35;0.87;0.00;0.47;0.65;1.43;2.02;0.76;;0.59;-0.32;-0.10;0.64;1.49;0.78;-0.18;0.38;0.27;-0.25;-0.14;-0.18;10.51;-0.20;12.62;-1.91;17.30;9.18;0.77;5.94;1.41;1.28;-2.16;25.65;3.10;36.12;35.02
2386;WindsorEssex;0.02;-0.05;0.88;-0.42;0.35;0.17;0.24;0.56;;0.72;-30.82;0.79;;0.56;0.86;;0.68;0.67;0.43;0.81;-0.09;0.50;0.09;-0.11;5.43;0.40;5.37;-0.34;20.46;13.06;-0.34;1.04;6.69;0.65;1.93;27.82;3.15;36.79;36.84
2388;ArkansasRockCity;0.00;-0.03;0.46;-0.06;0.41;0.06;0.15;0.79;0.75;0.70;0.62;-0.40;;0.40;0.40;-7.98;0.69;0.34;0.10;0.86;-0.15;0.06;-0.04;-0.02;1.17;0.93;0.53;-0.29;20.64;13.75;0.62;3.62;2.66;0.90;0.21;22.02;2.80;30.30;26.54
2388;Oklahoma;0.00;-0.14;0.40;-0.40;-0.11;-0.03;0.20;0.25;;0.44;0.02;1.17;0.43;0.45;0.66;1.30;0.30;0.67;0.39;0.69;-0.36;0.11;-0.02;-0.01;-1.43;0.85;-0.93;-1.35;14.46;12.00;-1.20;3.10;0.56;0.66;0.51;13.54;2.31;18.95;16.77
2393;Palmetto;0.01;0.20;0.08;3.91;4.41;0.00;0.24;0.95;-0.61;-0.25;0.56;;-2.63;0.34;0.54;-0.21;0.28;0.72;-0.17;0.54;-0.21;0.15;-0.22;0.33;8.74;-0.01;6.72;2.03;37.13;8.12;19.71;6.63;2.68;1.51;2.37;48.25;2.30;67.77;52.96
2393;SmokyMountains;0.00;0.12;-0.45;3.57;3.22;0.09;0.44;0.73;;1.02;0.66;0.69;0.38;0.57;0.71;-51963654136385000.00;0.90;0.74;0.23;0.68;0.54;0.01;0.03;0.13;8.84;-0.01;7.66;1.19;33.73;12.51;16.96;3.66;0.60;0.77;0.73;43.31;3.27;61.53;54.18
2395;Oklahoma;0.00;0.02;0.61;-0.38;0.26;0.00;0.44;0.65;;0.34;0.88;1.02;1.05;0.72;0.82;0.85;0.44;0.86;0.86;0.84;0.74;-0.08;0.00;0.00;13.03;-0.05;12.84;0.24;17.68;11.83;-0.65;6.79;-0.30;1.34;-0.39;30.31;3.65;40.26;39.21
2395;ArkansasRockCity;-0.01;-0.04;0.34;-0.53;-0.28;-0.02;-0.01;0.43;1.42;-0.15;-0.50;-0.09;;0.55;-0.40;-1.43;-0.13;0.25;0.68;0.13;0.15;-0.01;0.04;-0.05;0.77;-0.19;1.44;-0.48;4.01;5.69;-1.96;0.41;-0.14;0.07;-0.27;4.51;1.28;6.84;3.96
2398;Oklahoma;0.00;0.03;0.33;-0.11;0.25;0.05;0.02;0.31;;-0.04;0.68;1.50;1.24;0.07;0.05;-0.11;0.29;0.75;0.05;0.25;0.35;0.06;0.01;0.00;0.04;0.45;-0.71;0.30;10.21;8.67;0.12;0.14;1.29;0.11;0.27;10.51;1.66;15.43;12.27
2399;QueenCity;0.01;-0.08;2.92;0.61;3.48;0.23;0.55;0.68;;1.03;0.77;0.95;;0.64;0.84;445463044866484.00;0.93;0.88;0.70;0.72;-0.08;-0.23;-0.02;0.13;4.99;0.79;4.92;-0.72;29.17;17.07;8.87;4.31;-1.09;0.79;-0.49;33.67;3.91;54.30;50.41
2399;Buckeye;-0.01;0.08;2.02;-0.29;1.78;0.05;0.47;0.70;;1.35;0.76;0.61;0.17;0.51;0.59;1.59;1.12;0.60;0.46;0.74;-0.30;-0.31;0.03;0.05;8.94;0.82;7.32;0.79;24.62;14.45;2.61;5.74;1.83;1.27;-1.30;32.26;3.62;46.88;42.87
2403;ArizonaNorth;0.03;0.04;0.72;1.18;1.89;-0.08;0.03;0.74;;-0.02;0.85;0.18;-1.12;-0.17;0.67;0.66;0.10;0.46;-0.43;0.69;0.27;-0.11;0.08;0.06;8.57;0.43;7.59;0.55;15.01;4.01;7.34;2.22;1.44;0.54;-0.24;23.34;1.56;33.16;21.80
2403;ArizonaWest;0.00;-0.10;-0.97;1.47;0.43;-0.04;0.23;0.74;;0.96;0.08;0.47;;0.07;0.92;0.31;0.90;0.30;0.12;0.86;-0.07;0.30;-0.03;0.00;6.05;0.30;6.80;-1.04;21.33;11.16;5.43;3.65;1.09;0.80;1.52;28.88;2.91;37.51;32.60
2404;Ventura;0.05;0.01;-0.31;0.24;0.09;-0.06;0.06;0.54;1.07;0.20;1.08;-0.08;;0.39;0.49;-0.11;0.40;0.32;0.45;0.36;-0.20;-0.06;-0.10;-0.06;6.09;0.44;5.31;0.34;8.11;7.73;0.57;0.13;-0.32;0.00;-0.57;13.63;2.08;19.09;13.26
2405;MIWestMI;0.03;0.11;-0.73;0.96;0.32;-0.03;0.16;0.62;-0.20;0.94;0.45;0.83;;0.51;0.59;0.50;0.35;0.62;0.51;0.63;-0.07;0.16;0.06;0.07;7.97;1.02;5.66;1.28;19.92;10.87;3.37;5.92;-0.23;1.17;1.13;29.01;2.74;36.87;31.44
2405;MISt.Joseph;-0.01;-0.01;0.60;-0.25;-0.29;-0.03;0.25;0.55;0.66;0.08;0.50;0.66;;0.25;0.68;0.55;-0.08;0.65;0.35;0.57;0.45;0.27;0.62;-0.09;6.93;0.16;6.90;-0.13;9.11;6.71;-0.04;2.44;0.00;0.49;0.91;16.94;2.03;21.12;21.23
2408;St.Louis;-0.02;0.01;0.54;0.05;0.55;0.00;-0.15;0.66;-0.67;-0.07;0.24;-0.08;0.49;-0.15;0.52;0.94;-0.12;0.09;-0.14;0.62;0.10;0.13;0.04;-0.02;5.26;0.80;4.48;-0.03;6.97;3.31;1.35;3.81;-1.50;0.66;0.58;12.81;1.11;17.29;9.74
2408;QueenCity;0.01;-0.03;-0.09;0.10;0.06;-0.02;-0.03;-0.01;;0.59;0.15;1.26;;-0.37;0.46;-7727542925505660.00;0.59;0.51;-0.28;0.51;0.19;-0.09;-0.06;0.05;2.72;1.15;1.80;-0.23;8.99;5.71;0.33;2.87;0.08;0.58;-0.18;11.53;1.32;15.01;10.38
2410;Iowa;-0.06;-0.07;2.47;0.68;2.87;0.06;0.13;0.63;;0.34;0.50;0.50;;-0.23;0.62;0.39;0.39;0.52;0.00;0.68;0.01;0.14;0.15;0.02;5.49;0.75;5.78;-1.04;24.06;8.20;8.36;5.16;2.33;1.19;0.81;30.36;2.22;44.89;34.38
2410;KansasCity;0.00;0.06;0.79;0.55;1.45;0.09;0.15;0.60;-6.19;0.17;;1.30;;0.06;0.81;0.67;0.16;0.56;-0.01;0.73;-0.14;1.00;-0.05;0.08;2.69;1.52;0.53;0.64;18.56;9.91;4.33;4.48;-0.15;0.89;5.43;26.68;2.03;36.31;32.09
2411;PNWClackamasAcademy;0.00;-0.01;0.63;0.01;0.62;0.12;0.11;0.68;0.63;-0.07;0.40;0.66;-0.16;-0.01;0.67;0.66;0.10;0.52;0.19;0.71;0.05;0.48;0.02;0.07;4.19;1.04;3.23;-0.07;14.73;9.38;1.32;3.17;0.86;0.69;2.73;21.65;2.20;29.07;26.86
2411;PNWPhilomath;-0.01;-0.08;0.07;-0.24;-0.25;-0.09;-0.08;0.64;212.00;0.08;0.79;0.05;;-0.16;0.64;;0.04;0.67;-0.01;0.53;0.06;0.54;-0.01;0.20;5.96;0.75;6.02;-0.81;7.22;6.28;-1.07;1.58;0.43;0.34;3.72;16.89;1.86;20.75;13.00
2412;PNWAuburn;0.00;-0.05;4.17;-0.14;3.81;0.15;0.34;0.79;-246.22;0.64;0.71;0.68;0.59;0.33;0.72;0.66;0.55;0.67;0.16;0.82;0.12;0.18;0.17;0.28;11.18;-0.31;11.97;-0.48;19.96;8.99;7.65;3.73;-0.41;0.72;2.27;33.41;2.99;52.81;43.89
2412;PNWGlacierPeak;0.00;-0.01;1.35;0.06;1.43;0.08;0.23;0.58;;0.21;0.25;0.59;;0.82;0.55;0.82;0.27;0.62;0.64;0.60;-0.16;0.34;-0.02;-0.02;-1.13;3.04;-4.06;-0.10;20.21;15.56;3.01;1.76;-0.12;0.34;1.57;20.65;2.71;31.88;27.44
2415;GAStateChampionship;-0.09;0.01;0.60;4.43;5.03;0.14;0.37;0.66;;0.79;0.68;0.75;-0.66;0.23;0.72;-0.86;0.73;0.73;0.21;0.74;0.51;0.06;-0.07;0.03;11.47;-0.19;12.00;-0.35;37.52;9.34;23.37;4.39;0.42;0.91;0.46;49.44;3.07;72.82;60.16
2415;PCHKennesaw;-0.10;0.05;-0.35;3.62;3.25;0.08;0.37;0.52;;0.87;0.87;0.61;1.44;-0.21;0.64;0.60;0.93;0.81;0.23;0.73;0.26;0.44;-0.03;0.00;6.68;0.72;5.98;-0.01;36.48;13.11;17.41;2.41;3.55;0.72;2.23;45.40;3.22;63.59;54.71
2415;PCHColumbus;0.00;-0.02;-0.02;0.63;0.40;0.00;0.67;0.83;;1.48;1.23;1.35;-0.29;-0.25;1.06;;1.32;1.15;-0.10;1.07;-0.09;0.32;0.19;0.08;6.65;0.22;6.57;-0.15;27.04;18.03;3.09;5.92;0.00;1.18;1.96;35.64;4.26;47.56;48.99
2421;CHSCentralMaryland;-0.06;0.00;2.81;0.06;2.84;0.21;0.33;0.68;-0.13;0.53;0.79;0.64;;0.45;0.79;0.67;0.24;0.66;0.42;0.77;0.29;0.19;-0.02;0.20;6.06;0.99;5.36;-0.29;20.76;11.14;5.94;3.37;0.30;0.69;1.93;28.75;2.77;44.54;40.58
2421;CHDistrictChampionship;0.00;0.00;2.03;0.10;2.19;0.04;0.29;0.68;;-0.04;0.53;0.69;;0.41;0.73;;0.12;0.59;0.37;0.72;0.52;0.20;-0.07;-0.03;8.75;0.21;8.58;-0.04;17.58;8.14;4.53;4.07;0.83;0.87;0.84;27.17;2.49;40.23;33.87
2421;CHSNorthernVirginia;-0.02;0.00;1.65;-0.13;1.48;0.00;-0.07;0.63;-0.02;0.30;0.38;0.32;0.45;-0.86;0.61;0.43;0.17;0.41;-0.54;0.37;0.02;-0.04;0.02;-0.01;3.59;0.45;3.24;-0.10;8.51;3.54;2.66;1.04;1.28;0.29;-0.27;11.83;1.03;19.03;10.43
2423;NEBoston;0.05;-0.05;0.17;-0.04;0.25;-0.17;0.05;0.55;;0.31;;0.42;;0.02;0.49;0.67;0.22;0.44;-0.03;0.59;0.59;-0.14;-0.12;-0.04;5.83;0.74;5.34;-0.24;11.56;6.18;0.15;3.27;1.96;0.78;-0.86;16.53;1.77;21.74;13.17
2423;NENorthShore;0.00;-0.04;-0.25;0.14;-0.32;0.00;0.00;0.49;;0.14;;0.66;-0.25;0.23;0.64;0.92;0.20;0.77;0.02;0.74;0.19;0.07;0.16;0.02;3.48;0.07;3.82;-0.40;8.37;9.16;0.19;-0.66;-0.33;-0.15;0.46;12.31;2.21;16.85;12.22
2424;Oklahoma;0.00;0.03;0.45;-0.17;0.32;0.03;-0.10;0.57;;0.11;0.10;-0.82;0.07;-0.08;0.41;0.04;0.16;0.05;-0.12;0.19;0.46;-0.12;-0.01;-0.02;4.09;0.01;3.81;0.27;1.62;2.32;0.06;-0.96;0.20;-0.18;-0.69;5.01;0.85;8.13;3.70
2429;LasVegas;0.01;-0.09;-0.06;-0.05;-0.12;-0.07;0.04;0.60;;0.54;0.35;0.17;;0.15;0.47;0.67;0.47;0.20;0.39;0.62;0.16;-0.30;-0.07;0.12;4.84;0.37;5.32;-0.85;7.02;8.74;-0.38;-1.24;-0.10;-0.26;-0.92;10.89;2.28;16.22;9.78
2429;Ventura;0.00;-0.11;-0.03;0.10;-0.13;-0.04;0.10;0.50;0.22;0.39;0.25;0.38;;0.27;0.75;-0.26;0.26;0.46;0.09;0.74;0.94;0.04;0.08;-0.02;2.62;0.37;3.38;-1.13;11.16;8.54;0.41;2.02;0.20;0.42;0.11;13.89;2.05;18.60;14.87
2437;LosAngeles;0.00;0.08;0.71;-0.11;0.51;0.00;0.16;0.61;-0.57;0.21;-0.64;0.80;-1.01;0.74;0.63;;-0.05;0.26;0.21;0.63;0.18;0.62;0.17;0.06;7.85;0.44;6.59;0.82;11.71;4.97;0.86;4.06;1.82;0.93;3.37;22.94;1.65;28.65;26.14
2437;Hawaii;0.00;0.12;-0.26;0.62;0.49;0.04;0.19;0.62;0.39;0.57;0.75;0.61;-0.16;-0.10;0.82;-0.89;0.47;0.80;0.02;0.75;0.42;0.32;0.00;0.00;5.62;0.65;3.76;1.21;18.18;11.43;2.61;4.45;-0.31;0.87;1.59;25.38;2.66;33.57;30.16
2438;Hawaii;-0.01;0.55;0.23;2.29;3.05;0.14;0.20;0.72;0.75;0.30;0.03;0.10;-0.01;0.28;0.64;4.78;0.56;0.20;-0.02;0.71;0.09;0.07;0.00;0.00;12.30;-0.17;7.04;5.44;23.42;7.33;11.89;3.26;0.93;0.71;0.34;36.06;2.17;51.02;43.59
2439;Hawaii;0.08;0.02;3.16;0.31;3.58;0.15;0.54;0.77;0.99;1.15;0.07;1.16;-0.28;1.47;0.97;1.28;0.95;0.74;0.94;0.90;-0.21;0.83;-0.01;0.00;10.45;-0.03;9.89;0.59;29.97;16.59;7.86;4.90;0.62;1.02;4.10;44.52;4.31;66.49;59.16
2441;Hawaii;0.01;-0.13;-0.28;-0.12;-0.60;-0.03;-0.08;0.43;0.32;-0.37;-0.28;0.49;0.28;0.50;0.65;0.11;-0.19;0.09;0.43;0.68;0.86;0.22;0.07;0.01;0.11;0.67;0.75;-1.31;5.32;6.80;-1.17;-0.24;-0.06;-0.05;1.16;6.59;1.43;8.30;4.27
2443;Hawaii;0.00;0.14;0.18;2.34;2.57;-0.01;0.27;0.61;1.14;-0.16;0.20;0.11;0.05;0.07;0.94;-1.22;0.68;0.20;-0.08;0.92;-0.27;0.07;0.08;-0.01;9.97;0.42;8.15;1.41;25.41;7.55;12.04;3.99;1.84;0.92;0.28;35.66;2.32;49.51;40.85
2443;SanDiego;-0.01;0.06;0.53;1.75;2.17;-0.01;0.11;0.60;0.68;0.11;-0.14;0.11;0.00;-0.40;0.62;-0.47;0.54;-0.06;-0.05;0.72;-0.38;0.39;0.16;0.15;1.49;0.69;0.24;0.57;19.15;8.60;9.82;1.59;-0.86;0.26;2.68;23.33;1.74;34.48;35.21
2444;Hawaii;-0.01;0.15;0.29;0.53;0.98;0.05;0.32;0.73;0.55;0.50;0.56;0.80;-0.36;0.26;0.75;1.94;0.47;0.85;0.03;0.85;0.60;-0.10;-0.02;-0.03;11.91;0.59;9.89;1.42;15.94;9.73;3.25;3.21;-0.25;0.63;-0.64;27.21;2.93;37.62;34.83
2445;SanDiego;-0.01;0.07;0.57;0.39;0.74;-0.02;0.06;0.74;0.73;0.60;0.40;0.17;0.00;-0.38;-0.20;1.23;0.52;0.56;-0.43;-0.05;0.08;-0.23;0.28;-0.03;1.95;1.47;-0.16;0.65;13.11;6.78;3.09;2.12;1.13;0.50;-1.33;13.73;1.34;19.40;32.69
2445;Hawaii;-0.02;-0.03;1.03;-0.45;0.55;-0.06;0.34;0.62;0.63;0.96;0.82;1.22;0.23;0.01;0.63;1.39;0.95;0.76;0.12;0.73;-0.20;-0.19;-0.01;0.00;5.56;1.06;4.93;-0.42;19.04;13.41;-0.16;3.96;1.83;0.91;-0.96;23.63;3.18;33.29;28.94
2449;ArizonaWest;0.00;-0.02;0.11;0.46;0.65;-0.08;0.26;0.58;;0.72;0.53;1.03;;0.50;1.06;0.47;0.71;0.56;0.51;0.67;-0.12;0.39;-0.10;-0.03;4.89;-0.08;5.18;-0.21;19.56;12.58;2.53;2.59;1.87;0.64;1.77;26.60;3.03;36.22;29.94
2450;MinnesotaNorthStar;0.00;0.04;0.04;0.27;0.39;-0.06;0.26;0.43;;0.60;-0.08;0.52;;0.33;0.23;;0.52;0.43;0.30;0.25;0.79;0.38;-0.04;0.16;3.25;0.79;2.06;0.40;16.41;8.63;1.44;2.04;4.30;0.69;2.73;22.39;1.93;28.45;26.02
2451;Midwest;-0.01;0.29;-0.52;3.94;3.63;0.12;0.42;0.71;427.50;0.65;0.83;0.84;;0.47;1.13;0.60;0.64;0.85;0.62;0.89;-0.08;0.54;0.08;0.14;16.47;-0.53;14.12;2.87;37.34;11.55;18.67;1.21;5.90;0.64;3.40;57.20;3.72;77.84;68.62
2451;St.Louis;-0.04;0.22;0.51;1.22;1.87;0.00;0.49;0.26;-0.57;1.51;0.23;0.67;1.28;0.28;0.87;0.96;1.02;0.56;0.84;0.78;0.25;-0.13;0.02;0.12;13.09;-0.56;11.71;1.94;23.61;11.45;7.10;2.53;2.55;0.67;-0.06;36.64;3.46;51.14;46.42
2457;KansasCity;0.00;-0.06;0.69;0.24;0.72;0.16;0.23;0.55;-3.87;0.71;;0.57;;0.34;0.32;0.72;0.74;0.66;-0.03;0.52;0.09;0.06;0.14;0.04;2.79;0.51;2.86;-0.58;19.78;10.77;2.56;3.67;2.79;0.92;0.49;23.07;2.44;31.43;31.65
2458;MARMontgomery;-0.01;-0.01;0.05;0.30;0.45;-0.06;0.24;0.77;-1.25;0.11;0.59;0.66;;0.12;0.69;;-0.12;0.66;0.27;0.66;0.52;0.37;-0.12;-0.05;2.28;2.09;0.37;-0.17;15.05;11.04;1.61;3.17;-0.77;0.58;1.59;18.92;2.25;25.93;22.14
2458;MARHatboroHorsham;-0.04;0.00;-0.46;0.62;0.06;-0.02;-0.11;0.41;0.50;0.15;0.46;0.23;-0.28;-0.26;0.63;0.63;0.23;0.50;-0.33;0.77;0.08;0.35;0.05;0.13;-2.45;0.71;-2.95;-0.22;12.88;9.36;2.16;0.94;0.42;0.22;2.41;12.84;1.58;16.98;10.08
2461;Oklahoma;0.00;0.05;-0.21;-0.17;-0.32;0.05;0.06;0.20;;0.59;0.54;-0.01;0.00;0.97;0.35;0.90;0.50;0.51;0.55;0.61;0.24;-0.15;-0.01;0.00;4.55;0.54;3.51;0.49;13.78;10.05;-1.25;1.68;3.29;0.56;-0.73;17.60;2.36;22.51;20.16
2461;ArkansasRockCity;-0.01;0.02;-0.28;-0.24;-0.45;-0.07;0.02;0.55;2.16;0.31;0.59;1.37;;0.09;0.83;-0.52;0.53;0.60;-0.07;0.59;0.25;-0.13;-0.05;-0.10;5.02;0.08;4.82;0.13;4.84;8.43;-1.73;-1.41;-0.45;-0.31;-1.12;8.75;2.17;12.77;7.29
2465;Utah;0.07;0.00;0.05;0.27;0.43;-0.06;0.07;0.73;;0.20;0.37;0.23;;0.43;0.28;;0.24;0.17;0.39;0.29;0.13;-0.22;-0.04;0.19;0.19;-0.18;0.03;0.34;9.89;9.11;1.46;0.40;-1.08;0.01;-0.12;9.95;1.82;15.86;9.81
2465;Hawaii;-0.01;0.07;-0.30;-0.28;-0.53;-0.03;0.58;0.83;0.43;1.32;1.27;0.99;0.81;1.43;0.25;2.33;1.10;0.95;1.30;0.34;-0.12;-0.16;0.00;0.08;6.36;1.32;4.39;0.65;22.23;20.39;-2.01;4.68;-0.83;0.88;-0.41;28.18;4.52;37.82;39.01
2468;ArizonaWest;0.00;-0.11;1.32;3.96;5.29;0.26;0.48;0.78;;1.36;0.72;1.11;;-0.42;0.86;1.19;1.28;0.77;-0.36;0.80;-0.26;0.03;-0.12;-0.02;9.22;-0.49;10.78;-1.07;36.18;11.01;22.45;4.39;-1.67;0.77;0.04;45.42;3.28;70.16;61.46
2468;Alamo;0.00;-0.03;2.37;1.53;3.90;0.36;0.85;0.90;18.50;1.29;0.89;1.48;-1.96;-0.34;0.87;-1.70;1.39;1.03;-0.14;0.63;-0.34;0.26;-0.03;-0.13;11.32;-0.52;12.16;-0.31;33.77;12.98;12.40;7.01;1.38;1.49;0.67;45.71;3.81;67.44;71.73
2468;Utah;-0.03;0.00;-0.13;3.94;3.72;0.20;0.53;0.77;;1.36;0.91;0.35;;0.20;0.89;;1.28;0.81;0.17;0.86;0.02;0.55;0.06;-0.10;10.64;-0.35;11.16;-0.17;37.02;13.87;19.44;4.57;-0.85;0.86;2.26;49.93;3.89;71.27;65.73
2470;Minnesota10000Lakes;-0.03;0.04;0.12;0.29;0.20;-0.03;0.07;0.78;;-0.43;0.68;0.25;;0.17;0.81;-207.91;-0.11;0.53;0.12;0.70;0.25;0.02;0.21;0.08;5.91;0.55;5.15;0.21;11.08;7.54;1.69;2.10;-0.25;0.40;0.48;17.47;2.02;23.17;18.25
2470;Iowa;-0.01;0.00;-0.09;-0.10;-0.35;-0.06;0.39;0.64;;0.05;0.23;0.33;;0.50;0.32;0.03;0.17;0.39;0.48;0.43;0.01;0.25;0.15;0.08;1.54;-0.51;2.12;-0.07;10.51;9.47;-0.69;1.01;0.72;0.25;1.62;13.67;2.10;17.83;20.00
2471;PNWClackamasAcademy;0.00;0.40;0.86;2.72;3.79;0.33;0.50;0.70;1.20;0.25;0.46;0.80;-0.21;0.96;0.73;0.67;0.34;0.63;0.51;0.69;0.18;1.13;0.20;0.08;16.43;-0.29;12.69;4.03;30.29;8.03;15.33;3.38;3.55;0.91;6.08;52.80;2.87;71.83;71.13
2471;PNWDistrictChampionship;-0.05;0.45;-0.08;2.11;2.31;0.14;0.36;0.52;;0.65;0.67;0.71;;0.49;0.65;;0.60;0.71;0.54;0.66;-0.24;0.01;0.12;0.02;14.22;0.21;9.73;4.28;26.95;10.30;10.37;1.65;4.64;0.64;0.15;41.31;3.03;56.11;51.82
2471;PNWWilsonville;0.00;0.08;-0.22;1.18;0.91;0.07;0.49;0.12;;0.33;0.80;0.69;1.86;1.36;0.25;-0.35;0.46;0.74;1.31;0.46;0.44;-0.16;0.13;0.00;7.07;1.28;4.95;0.83;21.72;12.99;5.45;4.11;-0.83;0.77;-0.79;28.00;3.09;38.58;39.67
2472;MinnesotaNorthStar;0.00;-0.06;0.38;0.24;0.56;0.07;0.34;0.60;;1.08;0.25;1.45;;-0.04;0.70;;0.77;0.94;0.01;0.67;0.77;0.45;0.00;-0.02;5.08;-0.18;5.82;-0.56;16.42;12.03;1.93;2.49;-0.02;0.50;2.13;23.63;2.99;32.84;32.17
2472;LakeSuperior;-0.05;0.10;-0.01;-0.35;-0.27;0.00;0.41;0.73;;0.47;0.44;;;0.38;0.53;;0.44;0.57;0.12;0.86;0.03;0.00;-0.05;-0.03;4.25;0.66;2.88;0.71;10.71;12.14;-1.76;2.55;-2.21;0.36;-0.14;14.82;2.72;20.77;23.08
2473;SiliconValley;0.00;-0.25;1.60;-0.77;0.66;-0.06;0.00;0.58;;-0.08;;0.67;;-0.59;0.69;;-0.01;0.68;-0.30;0.73;-0.10;0.81;-0.09;0.10;-1.72;1.64;-0.86;-2.50;13.44;8.79;-0.67;0.05;5.26;0.36;4.57;16.29;1.67;22.54;14.67
2474;MIStateChampionship;0.10;0.10;-0.44;3.12;2.89;0.48;0.36;0.68;;0.76;0.67;0.65;;0.27;0.70;0.55;0.71;0.66;0.24;0.69;0.30;0.43;-0.01;0.10;9.55;0.32;7.75;1.48;31.20;10.95;14.71;6.11;-0.57;1.18;2.67;43.42;2.97;59.86;62.45
2474;MIEastKentwood;0.01;0.20;0.45;1.76;2.28;0.11;0.27;0.67;;0.64;0.83;0.83;;0.22;0.76;0.15;0.53;0.76;0.23;0.73;0.12;0.06;0.14;-0.02;9.57;0.92;6.61;2.05;25.85;11.29;9.72;5.85;-1.00;1.10;0.20;35.62;2.92;50.03;43.87
2474;MISt.Joseph;-0.03;0.04;0.00;1.59;1.56;-0.03;0.15;0.71;-0.18;-0.09;0.57;0.64;;0.37;0.32;0.60;-0.05;0.59;0.43;0.50;-0.14;0.44;0.03;-0.04;7.55;0.16;7.10;0.28;18.28;7.36;7.93;3.45;-0.46;0.66;2.00;27.82;2.18;38.17;30.18
2477;Hawaii;0.00;-0.18;-0.01;0.32;0.13;-0.02;-0.02;0.56;0.29;-0.48;0.12;0.10;-0.08;0.17;0.22;-2.50;-0.11;0.12;0.15;0.13;0.56;0.00;0.00;-0.01;-1.19;1.09;-0.48;-1.80;7.50;4.53;1.56;-0.08;1.49;0.08;-0.04;6.27;0.86;8.82;5.37
2478;ArizonaWest;0.00;-0.04;0.13;1.61;1.54;0.07;0.17;0.64;;0.27;0.41;0.85;;-0.08;0.81;0.11;0.32;0.51;-0.08;0.61;0.18;-0.09;0.16;-0.13;7.04;0.49;6.92;-0.38;22.29;6.49;8.31;3.45;4.04;0.96;-1.08;28.66;1.99;38.44;33.89
2478;Utah;-0.04;0.00;-0.32;-0.05;-0.45;-0.04;-0.23;0.49;;-0.20;0.66;0.28;;0.33;0.24;;-0.21;0.50;0.33;0.22;0.95;0.19;0.04;-0.01;5.19;0.50;4.89;-0.20;4.27;4.19;-0.89;2.19;-1.22;0.36;0.90;10.36;1.33;12.27;4.92
2479;NorthernLights;0.00;0.05;0.08;-0.17;0.09;0.01;0.28;0.62;2.29;0.02;;0.64;;-0.14;0.56;;0.58;0.56;-0.04;0.68;0.48;0.38;-0.13;-0.18;0.01;-0.23;-0.29;0.54;16.26;12.18;-0.70;3.28;1.51;0.76;1.02;17.30;2.41;23.59;23.02
2480;Minnesota10000Lakes;-0.06;0.05;-0.52;0.26;-0.44;-0.06;0.39;0.65;;0.56;1.10;-0.20;;1.30;0.89;-240.13;0.96;0.24;0.60;0.68;0.11;0.52;0.17;-0.04;0.21;0.17;-0.19;0.23;19.07;15.74;0.23;3.68;-0.58;0.70;2.40;21.69;3.13;28.14;28.13
2481;SmokyMountains;0.00;0.60;0.03;4.55;5.05;0.14;0.20;0.73;;0.95;0.81;0.48;0.64;0.17;0.58;189.50;0.78;0.56;-0.06;0.65;0.20;1.31;0.13;0.09;16.61;0.25;10.38;5.99;35.84;8.13;22.80;2.27;2.64;0.63;6.97;59.42;2.66;81.86;67.09
2481;CentralIllinois;0.05;0.59;0.63;3.72;4.85;0.38;0.54;0.49;-0.39;0.57;0.98;0.65;;0.07;0.56;0.51;1.02;0.69;0.15;0.76;-0.37;0.18;0.15;-0.05;15.75;0.06;9.54;6.15;37.40;10.74;19.89;3.68;3.09;0.94;0.68;53.82;3.10;76.73;74.05
2484;Utah;-0.04;0.00;0.10;-0.17;-0.42;-0.05;0.08;0.73;;0.33;0.66;-0.12;;0.11;0.44;;0.37;0.34;0.17;0.43;-0.01;0.28;0.31;-0.12;2.13;2.63;-0.32;-0.18;13.26;10.32;-0.66;0.60;3.00;0.32;0.81;16.21;2.03;19.97;16.60
2485;OrangeCounty;0.00;0.16;-0.03;1.73;1.85;-0.07;0.23;0.58;;0.66;-0.04;0.72;;0.01;0.45;;0.86;0.38;-0.18;0.55;0.66;0.13;0.01;0.07;10.23;0.28;8.38;1.56;17.55;6.78;8.59;1.60;0.58;0.36;0.96;28.74;2.19;40.00;31.60
2485;SanDiego;0.00;0.07;0.14;1.20;1.48;0.00;0.31;0.84;1.21;1.12;0.28;0.25;0.00;0.09;0.40;1.17;1.00;0.40;0.03;0.36;0.33;0.58;-0.07;-0.12;8.22;-0.05;7.59;0.68;16.04;9.39;6.28;1.56;-1.19;0.23;2.29;26.55;2.64;37.77;26.40
