team;best event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
5254;FingerLakes;-0.01;0.54;0.60;3.80;4.76;0.43;0.54;0.70;;1.03;1.12;0.48;;-0.25;0.75;;1.03;0.76;0.00;0.75;0.13;0.80;0.18;0.00;12.14;0.00;6.79;5.35;40.21;12.74;20.21;6.05;1.20;1.29;4.03;56.37;3.23;79.30;77.82
5261;LoneStar;0.00;-0.01;-0.20;0.84;0.53;-0.12;-0.04;0.78;;0.80;;0.26;;-0.22;0.73;-81280006061727000.00;0.59;-0.04;-0.01;0.53;0.29;0.10;0.10;0.17;2.13;1.04;1.23;-0.13;17.30;8.59;3.82;3.44;1.45;0.78;1.32;20.75;1.84;27.01;16.97
5274;Sacramento;0.00;0.10;-0.44;0.41;-0.05;-0.03;0.37;0.64;;0.15;1.15;;-94.58;1.39;0.84;-21.77;0.11;0.94;1.19;0.77;-0.13;-0.14;0.12;0.03;7.16;0.53;5.60;1.04;20.90;15.47;1.18;3.93;0.32;0.81;-0.54;27.53;3.65;36.51;34.34
5279;CHDistrictChampionship;0.03;-0.06;3.98;0.70;4.47;0.36;0.38;0.68;;0.75;0.68;0.68;;-0.13;0.74;;0.81;0.67;0.08;0.74;0.06;0.42;0.17;0.16;10.60;-0.40;11.44;-0.44;26.89;9.17;11.43;4.75;1.55;1.05;2.91;40.39;2.98;61.81;56.95
5332;GAStateChampionship;-0.02;-0.03;3.04;0.71;3.70;0.12;0.34;0.68;;0.86;0.40;0.79;-5.50;0.87;0.63;0.68;0.88;0.74;0.55;0.64;0.19;0.35;0.00;-0.10;7.84;0.52;7.69;-0.36;28.19;13.61;9.62;5.15;-0.18;1.02;1.26;37.30;3.49;57.59;47.23
5333;Australia;0.00;-0.03;0.16;0.04;-0.11;0.00;0.18;0.69;3.09;-0.40;-8.35;0.65;0.27;-0.11;0.62;1.22;-0.06;0.72;0.43;0.61;-0.28;-0.08;0.28;0.10;3.78;0.98;3.06;-0.27;14.74;10.43;0.52;4.18;-0.40;0.81;0.10;18.61;2.39;24.25;22.17
5401;MARDistrictChampionship;0.07;-0.16;4.31;0.32;4.70;0.53;0.39;0.67;;0.88;0.37;0.88;;0.55;0.64;;0.81;0.50;0.43;0.65;-0.18;0.23;-0.15;-0.10;8.23;0.28;9.23;-1.28;33.91;10.66;10.25;0.86;12.14;0.98;0.66;42.81;3.06;65.13;63.87
5404;MARDistrictChampionship;0.00;0.03;0.60;2.40;3.05;0.14;0.35;0.73;;0.68;0.73;0.82;;0.01;0.66;;0.69;0.76;0.05;0.67;0.23;-0.03;-0.02;0.15;9.29;-0.47;9.44;0.32;29.56;9.70;13.20;4.43;2.23;1.03;0.57;39.42;2.89;56.17;49.84
5406;Waterloo;-0.04;0.12;3.60;0.98;4.59;0.22;0.26;0.63;;0.51;0.36;0.63;;1.05;0.65;0.67;0.63;0.59;0.87;0.65;-0.11;-0.18;0.06;-0.08;6.97;1.23;4.75;1.00;34.79;14.48;12.10;2.80;5.41;0.92;-1.30;40.47;3.37;63.25;51.05
5410;SouthFlorida;-0.01;0.16;2.14;0.16;2.35;-0.05;0.54;0.92;;1.04;0.21;0.44;;0.49;0.81;-0.45;0.93;0.46;0.52;0.68;0.38;0.32;0.10;0.04;7.07;0.21;5.33;1.54;22.22;14.93;5.07;2.28;-0.05;0.45;1.80;31.10;3.52;47.23;40.57
5417;Dallas;0.00;-0.10;0.38;-0.11;-0.02;-0.06;0.17;0.75;;0.16;0.79;0.46;;0.67;0.62;1.22;0.14;0.38;0.49;0.65;0.15;0.03;0.19;0.53;6.87;0.55;7.25;-0.93;11.53;8.47;0.19;3.76;-0.89;0.69;2.82;21.22;2.42;27.20;23.29
5422;NEBoston;-0.03;0.13;0.80;-0.31;0.52;-0.11;0.30;0.65;;0.62;;0.58;;0.15;0.46;0.67;0.51;0.71;0.02;0.51;0.53;0.51;0.08;0.12;8.76;1.12;6.46;1.18;12.44;8.78;0.06;1.72;1.88;0.47;3.13;24.33;2.40;31.95;27.47
5431;LoneStar;0.00;-0.04;-0.58;1.94;0.92;-0.04;0.49;0.87;;0.70;;0.98;;-0.80;1.16;-155925314124308000.00;0.94;1.07;-0.52;0.96;-0.33;-0.35;0.40;0.17;4.90;0.72;4.58;-0.40;27.04;14.37;8.55;4.67;-0.54;0.90;-0.91;31.03;3.33;42.22;39.89
5437;HubCity;0.01;0.50;0.49;0.75;1.82;-0.01;0.62;0.89;;0.86;1.27;0.81;;0.20;0.93;0.95;0.93;0.88;0.13;0.90;0.75;-0.12;-0.07;0.03;13.14;0.55;7.57;5.02;23.47;14.85;4.71;4.03;-0.13;0.80;-0.43;36.18;3.73;51.18;48.37
5439;Montreal;-0.01;-0.04;0.04;-0.14;-0.34;-0.03;0.06;0.56;;0.66;;0.90;0.31;-0.21;0.11;24.96;0.38;1.01;0.27;0.19;0.75;0.98;0.19;0.17;2.43;0.82;2.04;-0.43;10.11;11.01;-0.64;0.77;-1.04;0.09;5.73;18.27;2.41;23.22;18.81
5448;MIStateChampionship;-0.08;0.21;0.25;1.95;2.23;0.20;0.36;0.57;;0.74;0.66;0.71;;0.51;0.64;0.79;0.72;0.67;0.60;0.68;0.30;0.01;0.10;0.08;11.92;0.11;10.10;1.71;33.90;11.18;10.26;0.36;12.10;0.88;0.44;46.25;3.25;61.35;58.64
5450;PNWDistrictChampionship;0.04;-0.21;2.46;1.29;3.54;0.42;0.36;0.66;;0.60;0.67;0.66;;-0.06;0.67;;0.62;0.65;0.05;0.67;0.57;0.50;0.04;0.60;5.67;0.15;7.43;-1.91;27.64;9.54;11.35;5.78;0.98;1.22;5.50;38.81;2.65;56.50;56.67
5454;Dallas;-0.02;0.02;2.00;0.08;2.18;0.04;0.42;0.62;;0.05;0.84;0.97;;1.09;0.67;1.04;-0.09;0.83;0.68;0.66;0.59;0.46;-0.09;-0.12;3.83;1.26;2.48;0.10;22.77;12.29;4.42;4.41;1.65;0.99;1.74;28.34;2.71;41.92;37.93
5460;MIStateChampionship;0.04;0.09;-1.02;5.32;4.55;0.31;0.34;0.70;;0.62;0.64;0.65;;0.51;0.72;0.72;0.62;0.66;0.23;0.70;0.33;0.05;-0.11;-0.13;8.01;0.34;6.56;1.10;43.96;11.28;24.58;3.11;4.99;0.95;-0.40;51.56;2.91;73.06;66.16
5505;MIStateChampionship;0.04;0.00;0.17;3.74;3.99;0.31;0.37;0.68;;0.54;0.69;0.67;;0.56;0.62;0.61;0.53;0.67;0.51;0.66;0.17;0.18;-0.03;0.14;9.56;0.28;9.05;0.24;40.70;10.72;19.05;1.69;9.24;0.95;1.61;51.87;3.05;71.95;66.96
5518;NCStateChampionship;-0.01;-0.05;0.17;1.46;1.64;0.00;0.30;0.48;1.01;0.77;0.50;0.54;;0.49;0.82;;0.83;0.56;0.34;0.73;0.01;0.03;-0.06;-0.11;9.53;0.22;9.84;-0.53;21.96;9.78;7.67;4.08;0.44;0.85;-0.43;31.06;2.94;43.55;36.90
5546;CHDistrictChampionship;-0.05;0.05;1.98;0.46;2.39;0.19;0.35;0.69;;0.19;0.70;0.65;;0.01;0.65;;0.23;0.68;-0.04;0.64;-0.09;-0.03;0.05;0.09;10.12;0.23;9.63;0.27;24.60;6.19;6.26;1.35;10.80;0.99;0.31;35.04;2.20;48.01;46.90
5572;HubCity;-0.02;0.61;1.17;-0.03;1.48;-0.07;0.05;0.31;;-0.09;0.14;0.63;;0.63;0.71;0.88;-0.06;0.53;0.74;0.57;0.21;-0.05;0.26;-0.03;7.90;-0.12;1.99;6.03;23.88;9.47;2.20;-1.13;13.34;0.66;-0.40;31.39;2.09;41.24;30.67
5618;Montreal;-0.03;0.00;3.72;-0.01;3.72;0.32;0.64;0.61;;0.89;;0.73;-0.43;1.11;1.17;-2.88;0.71;0.72;0.80;0.90;0.73;0.65;-0.04;0.02;9.76;0.23;9.71;-0.17;26.43;13.89;7.39;6.07;-0.91;1.15;3.35;39.54;3.75;60.53;60.25
5624;MARBridgewaterRaritan;-0.03;-0.02;6.05;0.09;6.11;0.28;0.07;0.72;;0.36;0.29;0.69;;-0.08;0.65;26.13;0.38;0.66;-0.14;0.70;0.01;0.27;-0.01;0.09;7.63;1.04;6.90;-0.31;25.49;8.11;12.55;4.54;0.30;0.93;1.81;34.94;2.31;59.80;43.46
5663;Australia;0.00;0.03;-0.31;0.07;-0.06;0.00;0.21;0.60;0.98;-0.02;2.42;0.88;1.33;1.15;0.74;0.93;-0.08;1.00;1.20;0.75;-0.04;-0.03;-0.15;0.02;9.18;0.02;8.88;0.27;15.46;12.96;-0.26;2.65;0.10;0.54;-0.04;24.59;3.48;33.11;28.74
5677;SiliconValley;0.00;-0.10;1.47;0.07;1.52;0.03;0.43;0.69;;-0.21;;0.70;;0.91;0.70;;0.19;0.60;0.95;0.68;0.76;0.67;-0.07;-0.06;6.52;0.62;6.85;-0.95;18.23;12.19;3.30;3.19;-0.45;0.61;3.05;27.80;3.12;40.36;37.20
5679;NCStateChampionship;-0.01;0.00;0.72;0.17;0.76;-0.11;0.27;0.65;0.30;0.62;0.63;0.89;;0.59;0.51;;0.57;0.73;0.49;0.55;0.46;0.23;0.11;0.05;6.45;0.80;5.70;-0.05;17.78;12.13;2.26;2.76;0.64;0.59;1.37;25.60;3.00;35.45;28.07
5687;NEDistrictChampionship;0.04;0.05;1.20;2.44;3.68;0.35;0.36;0.66;;0.73;0.67;0.69;;-0.35;0.66;0.67;0.74;0.69;-0.37;0.67;-0.02;0.30;0.05;0.19;12.56;-0.46;12.33;0.69;24.50;5.77;14.60;5.22;-1.08;0.97;2.43;39.49;2.39;56.96;55.52
5690;LakeSuperior;0.01;0.09;0.18;-0.50;-0.15;-0.01;0.49;0.73;;0.50;1.01;;;0.71;1.28;;0.69;0.86;0.79;1.01;-0.07;-0.24;-0.07;-0.07;10.76;-0.04;9.87;0.94;17.12;15.46;-2.14;3.21;0.59;0.68;-1.55;26.34;4.08;36.07;35.83
5726;Alamo;0.00;-0.02;0.18;0.65;0.95;0.05;0.20;0.70;12.42;-0.49;1.20;0.56;0.68;0.20;0.57;-16.97;-0.16;0.91;0.11;0.49;0.20;-0.68;-0.14;0.02;6.46;0.24;6.41;-0.19;15.07;7.04;3.62;4.27;0.14;0.86;-3.33;18.20;2.05;26.30;23.45
5801;KansasCity;0.00;0.06;1.68;-0.45;1.14;0.03;0.29;0.56;-4.00;0.60;;0.63;;1.12;0.83;0.59;0.67;0.54;0.80;0.66;0.17;0.22;0.15;-0.02;7.92;1.20;6.13;0.59;18.74;13.15;1.12;4.86;-0.39;0.95;0.98;27.64;3.24;39.31;34.19
5803;PNWDistrictChampionship;-0.03;-0.20;4.53;0.39;4.60;0.26;0.35;0.68;;0.67;0.67;0.72;;0.27;0.67;;0.67;0.71;0.20;0.66;0.00;0.01;0.09;0.03;9.74;-0.45;12.33;-2.14;34.25;8.50;11.00;-0.64;15.39;0.90;0.23;44.22;2.93;65.92;57.81
5804;CHSCentralVirginia;0.00;-0.04;2.96;-0.36;2.61;0.05;0.24;0.78;;0.29;0.84;0.77;-0.17;0.13;0.89;0.62;0.26;0.79;0.26;0.80;-0.04;-0.05;-0.03;0.05;10.15;-0.41;10.91;-0.35;16.13;8.93;4.14;3.55;-0.48;0.68;-0.02;26.26;2.88;41.60;32.28
5805;SanDiego;0.00;0.04;-0.04;0.20;0.13;-0.02;0.62;0.78;0.79;0.67;1.19;1.11;0.00;0.19;0.75;-0.12;0.87;1.04;0.29;0.85;-0.09;0.21;0.08;0.13;8.69;0.75;7.50;0.44;24.16;15.40;0.90;7.56;0.30;1.53;1.72;34.57;3.83;44.55;1.54
5809;QueenCity;0.00;0.06;1.00;0.06;0.75;0.01;0.10;0.57;;0.00;0.56;0.35;;0.87;0.74;-7.14;-0.18;0.67;0.89;0.71;0.17;-0.13;0.37;-0.02;8.83;1.00;7.19;0.63;12.92;9.67;2.28;3.16;-2.19;0.49;-0.74;21.01;2.65;29.99;23.37
5811;QueenCity;0.02;0.17;3.56;0.58;4.28;0.10;0.56;0.77;;1.05;0.59;0.62;;0.24;0.92;47.19;0.94;0.86;0.37;0.83;0.59;0.22;0.05;0.04;13.95;-0.47;12.60;1.82;27.53;12.53;9.99;3.82;1.19;0.84;1.27;42.75;3.77;65.53;56.23
5813;NEDistrictChampionship;-0.08;-0.07;0.50;2.99;3.33;0.30;0.34;0.66;;0.71;0.67;0.66;;0.36;0.66;0.67;0.72;0.66;0.32;0.67;0.13;0.34;0.01;0.03;8.27;-0.05;9.45;-1.13;30.46;10.45;15.94;4.73;-0.66;0.90;1.85;40.58;3.03;58.56;54.91
5816;SouthFlorida;-0.03;0.00;-0.20;0.15;-0.03;-0.11;0.40;1.03;;1.02;0.47;0.86;;-0.06;0.71;12.34;0.42;0.60;0.03;0.66;0.24;0.05;-0.04;-0.02;8.45;-0.36;8.92;-0.11;12.11;9.28;0.36;3.69;-1.21;0.66;0.13;20.69;2.75;27.46;26.03
5817;CentralValley;0.00;0.68;0.22;1.59;2.64;-0.09;0.06;0.47;;0.66;0.58;0.49;-0.65;0.41;0.47;;0.40;0.70;0.09;0.50;-0.26;0.25;-0.14;0.04;7.59;-0.51;1.25;6.85;22.09;10.11;8.41;2.79;0.78;0.61;1.46;31.14;2.15;44.77;30.26
5818;Idaho;-0.06;0.08;1.25;2.79;4.06;0.30;0.58;0.69;0.09;1.09;0.81;0.87;2.75;-0.13;0.80;0.57;1.14;0.80;-0.28;0.78;0.53;-0.04;0.00;-0.01;6.46;0.54;5.39;0.54;35.75;12.99;16.43;6.19;0.14;1.25;-0.24;41.98;3.14;62.51;61.01
5822;Midwest;0.17;0.06;2.73;0.76;3.70;0.20;0.38;0.71;149.69;0.81;0.57;0.32;;0.25;0.47;0.48;0.50;0.44;0.41;0.55;-0.04;-0.13;0.02;0.20;8.51;0.04;6.99;1.47;24.48;9.59;9.24;6.07;-0.42;1.19;0.36;33.35;2.62;51.45;45.91
5827;PNWDistrictChampionship;-0.05;0.04;1.68;-0.30;1.31;0.24;0.37;0.69;;0.69;0.67;0.70;;-0.12;0.67;;0.74;0.67;0.03;0.67;0.40;0.18;0.06;-0.15;11.00;-0.04;10.90;0.14;15.99;8.52;1.85;5.04;0.58;1.05;0.15;27.14;2.79;38.21;40.49
5830;CHSCentralMaryland;0.05;0.00;0.00;-0.04;-0.01;-0.04;0.13;0.46;1.13;0.29;0.60;0.42;;-0.08;0.27;0.67;0.49;0.49;0.22;0.27;0.88;-0.09;0.03;0.04;7.41;0.41;6.76;0.25;9.52;6.22;-0.19;3.55;-0.07;0.71;-0.22;16.71;1.92;21.46;18.18
5832;Hawaii;-0.01;-0.03;0.00;-0.15;-0.16;0.01;-0.28;0.25;0.96;-0.05;0.55;0.27;0.04;0.03;0.22;-0.50;0.01;0.43;-0.05;0.47;0.43;0.03;-0.02;-0.01;1.41;0.25;1.46;-0.29;7.12;4.84;-0.77;-0.04;3.09;0.20;0.08;8.61;1.11;10.88;3.36
5834;TorontoCentral;-0.05;0.01;2.25;0.13;2.34;-0.03;0.22;0.70;1.25;-0.13;;0.32;;-0.03;0.67;-0.05;0.14;0.29;0.08;0.60;-0.03;0.03;0.00;0.21;9.67;-0.11;9.95;-0.17;11.04;4.11;5.15;1.28;0.49;0.29;1.19;21.90;1.82;33.75;25.72
5837;Iowa;0.01;-0.02;1.50;0.40;1.73;-0.07;0.35;0.68;;0.78;0.41;0.77;;-0.25;0.82;0.71;0.70;0.63;-0.19;0.73;0.25;-0.08;0.15;-0.03;9.76;-0.14;10.10;-0.19;16.89;7.76;4.98;5.51;-1.36;1.01;-0.56;26.10;2.56;37.90;31.18
5839;Ventura;-0.01;-0.04;-0.36;2.61;2.10;0.12;0.07;0.70;0.50;-0.14;0.36;0.01;;-0.01;0.68;0.85;0.20;0.32;-0.10;0.70;0.15;0.63;0.11;-0.10;7.33;0.42;7.31;-0.39;26.78;5.38;12.33;0.85;8.21;0.72;2.65;36.76;1.81;47.85;41.09
5842;Orlando;0.00;-0.08;0.61;0.04;0.57;-0.01;0.33;0.91;;-0.12;0.28;0.61;;0.33;0.65;;0.11;0.65;0.32;0.64;0.37;0.44;0.00;-0.11;11.05;0.13;11.75;-0.82;9.44;7.28;1.40;0.67;0.09;0.14;1.67;22.16;2.63;30.52;28.67
5846;NEDistrictChampionship;-0.04;-0.18;0.12;1.45;1.34;0.03;0.36;0.67;;0.74;0.67;0.67;;0.21;0.64;0.67;0.74;0.66;0.23;0.65;0.34;0.14;0.00;-0.03;7.12;0.12;9.03;-2.03;25.59;10.28;7.50;3.94;3.87;1.05;0.57;33.28;2.96;44.88;41.33
5847;Midwest;-0.04;-0.13;3.43;-0.89;2.31;0.12;0.26;0.30;143.50;0.59;0.67;0.76;;1.32;0.87;1.40;0.64;0.73;1.27;0.81;0.31;0.48;0.05;-0.05;9.93;-0.11;11.54;-1.51;20.26;13.00;2.39;5.13;-0.27;1.01;2.15;32.33;3.75;48.95;40.51
5851;LasVegas;0.07;-0.10;-0.36;3.53;2.91;0.10;0.18;0.52;;-0.03;0.73;0.81;;0.40;0.82;0.67;0.00;0.76;0.06;0.71;0.22;-0.12;0.23;-0.04;10.62;-0.26;11.56;-0.68;27.40;4.49;16.95;3.63;2.33;0.88;-0.80;37.12;2.05;51.36;43.29
5854;NCStateChampionship;0.07;1.04;-0.72;1.32;1.85;-0.05;0.29;0.39;0.81;0.92;0.67;0.75;;0.57;0.33;;0.68;0.73;0.67;0.36;-0.08;0.58;-0.14;0.15;10.61;0.47;-0.60;10.75;28.25;14.47;5.19;2.70;5.89;0.93;3.62;42.48;2.83;55.36;47.03
5855;Wisconsin;0.03;-0.01;2.06;0.01;2.16;0.02;0.49;0.78;;0.79;0.59;0.70;;0.74;0.76;;0.98;0.66;0.63;0.69;-0.06;-0.12;-0.07;0.07;7.99;-0.20;8.13;0.07;23.19;14.65;4.16;3.50;0.88;0.76;-0.24;30.94;3.74;47.04;41.17
5858;RocketCity;0.00;0.25;-0.58;-0.22;-0.63;-0.10;0.08;0.63;0.69;0.22;0.72;0.99;;0.18;0.46;;0.15;0.76;0.12;0.47;0.36;0.04;0.08;0.09;11.75;-0.19;9.42;2.52;4.20;5.94;-2.26;0.64;-0.12;0.12;0.64;16.59;2.13;19.94;15.72
5870;NorthBay;0.07;0.05;0.50;-0.12;0.57;-0.17;0.11;0.57;;0.39;0.31;0.52;0.00;0.03;0.67;1.02;0.42;0.59;0.01;0.62;0.85;-0.16;-0.07;-0.07;9.26;0.60;7.80;0.86;10.21;7.09;0.40;1.87;0.85;0.43;-1.14;18.32;2.20;25.60;16.21
5872;SouthFlorida;-0.02;0.13;0.07;-0.52;-0.64;-0.15;0.14;0.73;;0.40;0.34;-0.14;;-0.20;0.64;-14.48;0.63;0.44;-0.01;0.57;0.60;0.20;0.29;-0.01;1.64;0.84;-0.42;1.21;12.76;11.98;-2.48;1.08;2.18;0.36;0.94;15.34;2.35;19.24;14.51
5876;Australia;0.00;-0.03;1.19;0.09;1.21;0.00;0.00;0.72;0.93;0.51;1.29;0.27;0.54;0.03;0.99;0.65;0.41;0.20;0.39;0.81;0.30;0.27;0.04;0.16;8.31;1.07;7.52;-0.27;17.88;8.85;2.82;3.24;2.98;0.85;2.12;28.31;2.52;38.40;28.37
5878;MIStateChampionship;-0.07;0.02;2.02;1.05;2.75;0.24;0.36;0.66;;0.51;0.73;0.63;;0.46;0.62;0.62;0.52;0.70;0.29;0.67;0.56;0.13;0.27;0.14;9.61;0.02;9.78;-0.19;22.39;9.35;9.31;5.07;-1.35;0.92;1.36;33.36;2.85;49.09;46.64
5879;NewYorkTechValley;0.00;-0.13;-0.34;-0.40;-1.23;-0.08;-0.01;0.64;;-0.03;1.50;0.74;-0.22;-0.01;0.30;0.61;-0.11;0.73;0.08;0.37;0.29;-0.08;0.36;-0.10;4.04;0.66;4.72;-1.34;5.17;6.20;-2.69;1.87;-0.22;0.36;-0.89;8.33;1.71;8.75;6.12
5885;WindsorEssex;0.02;0.02;1.97;1.02;3.12;0.20;0.25;0.67;;0.07;67.31;0.75;;0.39;0.31;;0.31;0.63;0.44;0.48;0.36;-0.02;-0.09;0.06;2.84;0.36;2.22;0.26;24.08;11.51;9.04;5.22;-1.69;0.93;0.17;27.09;2.52;43.15;37.08
5891;NewYorkCity;-0.05;0.02;1.82;0.47;2.29;-0.03;0.12;0.41;;0.11;;0.76;8.44;0.17;0.17;-12.86;0.14;0.89;-0.12;0.50;0.41;-0.01;-0.02;-0.20;3.28;1.44;1.89;-0.05;18.68;8.19;6.01;4.44;0.04;0.89;-1.05;21.44;1.83;33.16;23.04
5892;Oklahoma;0.00;0.02;0.47;0.02;0.53;0.04;0.00;0.73;;0.62;0.55;-0.09;-0.61;0.50;0.84;-0.49;0.43;0.23;0.10;0.35;0.47;0.68;-0.02;0.00;3.87;0.80;2.90;0.17;13.26;7.72;1.04;4.04;0.47;0.84;3.39;20.53;1.83;26.75;21.56
5895;MARDistrictChampionship;-0.05;0.32;-0.23;3.97;3.78;0.29;0.27;0.71;;0.27;0.83;0.59;;-0.32;0.68;;0.46;0.69;-0.24;0.68;-0.40;0.27;0.24;0.53;7.06;0.86;3.25;2.95;35.24;9.89;19.41;3.19;2.75;0.82;4.00;46.30;2.30;63.86;58.94
5897;WesternCanada;0.00;0.03;-0.07;0.37;0.39;-0.01;0.37;0.71;4.37;1.06;0.79;0.52;-0.20;0.18;0.69;0.67;1.05;0.53;0.37;0.63;0.00;-0.10;-0.06;0.22;4.35;0.15;3.93;0.27;20.07;14.55;1.71;4.89;-1.08;0.91;0.58;25.00;3.30;34.47;32.00
5899;Colorado;-0.05;-0.02;0.77;0.38;1.17;-0.03;0.26;0.51;-0.11;1.06;0.73;0.53;;0.26;0.79;0.79;0.76;0.76;0.30;0.69;0.04;0.43;-0.08;0.23;9.82;0.09;10.16;-0.42;15.46;9.95;3.45;1.06;1.00;0.28;3.27;28.55;3.01;39.73;33.07
5900;GAStateChampionship;-0.02;-0.01;1.98;0.41;2.29;-0.15;0.32;0.66;;0.01;0.77;0.78;1.13;0.87;0.78;0.79;0.00;0.72;0.81;0.79;-0.10;-0.16;0.07;0.24;8.56;0.35;8.44;-0.23;19.19;10.68;6.02;2.53;-0.04;0.50;0.40;28.15;2.98;42.74;30.80
5907;MIStateChampionship;0.05;-0.19;3.87;-0.11;3.70;0.11;0.38;0.72;;0.80;0.60;0.61;;0.39;0.63;0.71;0.81;0.58;0.33;0.65;-0.07;0.53;-0.07;0.27;8.90;-0.45;11.00;-1.64;22.38;9.99;7.20;4.18;1.00;0.90;4.00;35.28;3.10;54.58;45.73
5910;Montreal;-0.02;0.18;3.70;-0.23;3.50;0.02;0.52;0.80;;1.70;;0.47;0.36;-0.18;0.77;19.05;1.53;0.64;-0.06;0.85;0.72;0.58;0.14;-0.08;7.42;0.71;4.95;1.76;25.53;16.29;6.25;4.87;-1.87;0.85;2.49;35.44;3.75;55.76;46.37
5912;Waterloo;-0.02;0.24;1.31;0.62;2.20;-0.13;0.04;0.71;;0.40;0.73;0.58;;0.19;0.64;0.67;0.45;0.53;0.06;0.69;0.59;-0.14;-0.04;0.10;10.60;0.46;7.80;2.33;15.54;8.35;5.74;2.46;-1.01;0.43;-0.23;25.91;2.45;38.91;23.32
5913;LakeSuperior;-0.01;-0.03;0.64;0.24;0.81;0.00;0.58;0.38;;1.47;0.59;;;0.44;1.06;;1.18;0.80;0.15;0.80;0.16;0.36;0.03;-0.04;1.80;1.40;0.75;-0.35;21.97;16.14;2.47;3.76;-0.40;0.73;1.58;25.35;3.30;36.14;36.86
5914;MinnesotaNorthStar;0.00;0.01;-0.60;0.10;-0.57;0.09;-0.06;0.55;;0.73;0.03;0.90;;0.09;0.75;;0.65;0.23;0.19;0.72;0.61;0.04;0.08;0.02;11.75;-0.63;12.32;0.05;4.20;5.51;-0.69;3.07;-3.69;0.37;0.32;16.27;2.33;20.32;17.43
5915;MICenterLine;0.01;-0.04;0.32;-0.15;0.15;-0.02;0.04;0.91;;0.56;0.70;0.20;;-0.14;0.42;0.65;0.81;0.60;-0.09;0.27;-0.18;0.34;-0.02;0.01;6.85;0.18;7.07;-0.40;9.93;8.95;-0.10;1.48;-0.40;0.27;1.78;18.56;2.50;25.29;18.82
5920;PNWDistrictChampionship;-0.05;-0.22;3.09;0.81;3.46;0.16;0.35;0.69;;0.70;0.67;0.30;;1.01;0.69;;0.71;0.49;0.84;0.68;0.28;0.11;0.16;-0.07;8.56;-0.04;11.07;-2.47;25.87;11.54;10.23;4.00;0.10;0.81;0.20;34.64;3.41;53.99;45.50
5924;Sacramento;0.00;0.03;1.26;0.36;1.94;0.02;0.51;0.58;;1.74;1.08;;-1.52;0.91;0.54;-30.23;0.84;1.08;0.86;0.64;0.52;0.18;-0.29;0.16;8.87;0.61;7.97;0.30;27.53;16.01;4.32;5.73;1.46;1.24;1.70;38.10;4.00;54.16;49.00
5926;MIMarysville;0.03;-0.04;0.30;-0.27;0.09;-0.05;0.30;0.55;;1.03;0.10;0.91;0.86;0.52;0.51;0.67;0.88;0.61;0.26;0.54;0.14;0.46;-0.07;-0.06;6.51;0.40;6.41;-0.30;21.81;11.01;-0.72;0.25;11.27;0.80;2.01;30.33;2.84;37.71;35.15
5930;Oklahoma;0.00;-0.01;0.43;0.18;0.64;0.10;0.18;0.55;;0.44;1.22;1.09;0.85;0.35;-0.21;1.20;0.61;0.78;-0.25;0.43;0.63;-0.24;-0.03;0.00;10.28;0.00;10.39;-0.11;7.06;5.37;1.79;2.34;-2.45;0.31;-1.23;16.12;2.11;23.39;22.13
5931;Idaho;0.01;-0.04;-0.09;0.62;0.52;-0.06;0.35;0.70;0.09;0.13;0.56;0.67;1.25;0.74;0.65;0.68;0.42;0.78;0.69;0.71;-0.20;-0.33;-0.01;-0.03;2.02;0.97;1.37;-0.32;21.97;15.82;2.93;2.45;0.77;0.54;-1.82;22.18;3.30;32.05;27.82
5933;Utah;0.33;0.00;2.90;0.06;3.17;0.13;0.15;0.72;;0.77;0.28;0.74;;-0.50;0.53;;0.94;0.47;-0.43;0.55;-0.41;0.39;0.12;0.14;7.12;0.94;4.52;1.66;19.11;8.98;6.11;4.88;-0.86;0.92;2.64;28.87;2.25;44.41;34.99
5940;SiliconValley;0.00;-0.01;5.77;-0.75;4.86;0.13;0.62;0.79;;0.63;;0.96;;-0.18;0.73;;0.86;0.94;-0.03;0.77;0.24;0.28;0.14;0.00;8.93;-0.34;9.40;-0.14;24.80;11.99;7.77;3.84;1.20;0.85;1.40;35.13;3.34;58.66;50.85
5976;Wisconsin;0.01;0.02;1.66;0.13;1.67;0.09;0.37;0.79;;0.18;0.83;0.65;;0.75;0.84;;0.17;0.96;0.38;0.84;-0.05;-0.02;0.15;0.40;7.36;0.77;6.34;0.25;20.35;12.55;3.98;5.06;-1.24;0.93;1.88;29.59;3.14;42.68;39.35
5980;MIStateChampionship;0.42;-0.06;2.40;0.95;3.80;0.42;0.35;0.68;;0.46;0.68;0.66;;0.86;0.71;0.87;0.47;0.68;0.72;0.67;-0.23;-0.06;-0.09;0.14;9.25;0.21;7.51;1.53;33.04;12.36;9.57;2.39;8.74;1.06;0.43;42.72;3.22;62.66;60.24
